,OBJECTID,BoreID,HydroCode,RefElev,RefElevDesc,FromDepth,ToDepth,TopElev,BottomElev,MajorLithCode,MinorLithCode,Description,Source,LogType,Easting,Northing
310,3767028,10049032,GW042857.1.1,692.24,UNK,5.18,6.71,687.06,685.53,GRVL,,Gravel,UNK,1,720882.7166136223,6095069.604866141
311,3767029,10049032,GW042857.1.1,692.24,UNK,9.75,10.67,682.49,681.57,CLAY,,Clay,UNK,1,720882.7166136223,6095069.604866141
312,3767030,10049032,GW042857.1.1,692.24,UNK,10.67,13.72,681.57,678.52,GRVL,,Gravel coarse,UNK,1,720882.7166136223,6095069.604866141
313,3767031,10049032,GW042857.1.1,692.24,UNK,26.82,31.39,665.42,660.85,GRVL,,Gravel water supply,UNK,1,720882.7166136223,6095069.604866141
314,3767135,10049032,GW042857.1.1,692.24,UNK,13.72,14.33,678.52,677.91,CLAY,,Clay,UNK,1,720882.7166136223,6095069.604866141
315,3767349,10049032,GW042857.1.1,692.24,UNK,14.33,20.73,677.91,671.51,GRVL,,Gravel some clayey seam water supply,UNK,1,720882.7166136223,6095069.604866141
316,3767350,10049032,GW042857.1.1,692.24,UNK,26.52,26.82,665.72,665.42,GRVL,,Gravel water supply,UNK,1,720882.7166136223,6095069.604866141
317,3767514,10049032,GW042857.1.1,692.24,UNK,1.52,2.44,690.72,689.8,GRVL,,Gravel dry,UNK,1,720882.7166136223,6095069.604866141
318,3767515,10049032,GW042857.1.1,692.24,UNK,2.44,5.18,689.8,687.06,CLAY,,Clay gravel,UNK,1,720882.7166136223,6095069.604866141
319,3767516,10049032,GW042857.1.1,692.24,UNK,6.71,8.53,685.53,683.71,CLAY,,Clay light brown,UNK,1,720882.7166136223,6095069.604866141
320,3767517,10049032,GW042857.1.1,692.24,UNK,26.82,31.39,665.42,660.85,SAND,,Sand coarse,UNK,1,720882.7166136223,6095069.604866141
321,3767518,10049032,GW042857.1.1,692.24,UNK,31.39,34.75,660.85,657.49,CLAY,,Clay hard,UNK,1,720882.7166136223,6095069.604866141
322,3769789,10051145,GW044800.1.1,694.24,UNK,5.79,6.1,688.45,688.14,CLAY,,Clay sandy,UNK,1,720262.1568949153,6095547.270002836
323,3769790,10051145,GW044800.1.1,694.24,UNK,7.92,8.53,686.32,685.71,GRVL,,Gravel dirty,UNK,1,720262.1568949153,6095547.270002836
324,3769791,10051145,GW044800.1.1,694.24,UNK,14.02,14.94,680.22,679.3,GRVL,,Gravel dirty water supply,UNK,1,720262.1568949153,6095547.270002836
325,3769792,10051145,GW044800.1.1,694.24,UNK,31.39,33.53,662.85,660.71,CLAY,,Clay gravel,UNK,1,720262.1568949153,6095547.270002836
326,3769925,10051145,GW044800.1.1,694.24,UNK,21.95,23.16,672.29,671.08,CLAY,,Clay white gravel,UNK,1,720262.1568949153,6095547.270002836
327,3769926,10051145,GW044800.1.1,694.24,UNK,24.38,31.39,669.86,662.85,CLAY,,Clay pink,UNK,1,720262.1568949153,6095547.270002836
328,3770180,10051145,GW044800.1.1,694.24,UNK,0.0,0.3,694.24,693.94,SOIL,,Soil,UNK,1,720262.1568949153,6095547.270002836
329,3770181,10051145,GW044800.1.1,694.24,UNK,0.3,1.52,693.94,692.72,CLAY,,Clay dark plastic,UNK,1,720262.1568949153,6095547.270002836
330,3770182,10051145,GW044800.1.1,694.24,UNK,5.18,5.79,689.06,688.45,CLAY,,Clay gravel,UNK,1,720262.1568949153,6095547.270002836
331,3770183,10051145,GW044800.1.1,694.24,UNK,23.62,24.38,670.62,669.86,GRVL,,Gravel white water supply,UNK,1,720262.1568949153,6095547.270002836
332,3773538,10051145,GW044800.1.1,694.24,UNK,1.52,2.13,692.72,692.11,CLAY,,Clay sandy,UNK,1,720262.1568949153,6095547.270002836
333,3773539,10051145,GW044800.1.1,694.24,UNK,2.13,2.44,692.11,691.8,CLAY,,Clay gravel,UNK,1,720262.1568949153,6095547.270002836
334,3773540,10051145,GW044800.1.1,694.24,UNK,6.1,7.32,688.14,686.92,GRVL,,Gravel sandy clay,UNK,1,720262.1568949153,6095547.270002836
335,3773541,10051145,GW044800.1.1,694.24,UNK,20.12,21.95,674.12,672.29,CLAY,,Clay white soft sandy,UNK,1,720262.1568949153,6095547.270002836
336,3773664,10051145,GW044800.1.1,694.24,UNK,8.53,14.02,685.71,680.22,CLAY,,Clay grey firm plastic,UNK,1,720262.1568949153,6095547.270002836
337,3773665,10051145,GW044800.1.1,694.24,UNK,19.05,20.12,675.19,674.12,CLAY,,Clay white,UNK,1,720262.1568949153,6095547.270002836
338,3773666,10051145,GW044800.1.1,694.24,UNK,23.16,23.62,671.08,670.62,CLAY,,Clay white firm,UNK,1,720262.1568949153,6095547.270002836
339,3773775,10051145,GW044800.1.1,694.24,UNK,2.44,2.74,691.8,691.5,CLAY,,Clay plastic,UNK,1,720262.1568949153,6095547.270002836
340,3773776,10051145,GW044800.1.1,694.24,UNK,2.74,5.18,691.5,689.06,CLAY,,Clay sandy gravel,UNK,1,720262.1568949153,6095547.270002836
341,3773777,10051145,GW044800.1.1,694.24,UNK,14.94,18.59,679.3,675.65,CLAY,,Clay plastic,UNK,1,720262.1568949153,6095547.270002836
342,3773778,10051145,GW044800.1.1,694.24,UNK,18.59,19.05,675.65,675.19,GRVL,,Gravel water supply,UNK,1,720262.1568949153,6095547.270002836
343,3773915,10051145,GW044800.1.1,694.24,UNK,7.32,7.92,686.92,686.32,CLAY,,Clay sandy gravel,UNK,1,720262.1568949153,6095547.270002836
344,3773301,10066272,GW071334.1.1,690.82,UNK,55.5,69.2,635.32,621.62,None,,Clay comptely weathered phylli birkenburn beds,UNK,1,721118.8627335562,6096451.340482609
345,3777564,10066272,GW071334.1.1,690.82,UNK,0.0,11.0,690.82,679.82,None,,Brwon clay & sub rounded gravel ie lake george sediments,UNK,1,721118.8627335562,6096451.340482609
346,3778024,10066272,GW071334.1.1,690.82,UNK,11.0,12.0,679.82,678.82,None,,Gravel up to 12mm angular ie top of carwoola beds,UNK,1,721118.8627335562,6096451.340482609
347,3778025,10066272,GW071334.1.1,690.82,UNK,12.0,55.5,678.82,635.32,None,,Carwoola beds yellow minor pink sandstone farctured with gravel minor throughout,UNK,1,721118.8627335562,6096451.340482609
348,3782193,10040819,GW085102.1.1,688.95,UNK,20.0,30.0,668.95,658.95,SDCY,,White sandy clay,UNK,1,720658.6334379419,6097034.039824666
349,3782194,10040819,GW085102.1.1,688.95,UNK,30.0,48.0,658.95,640.95,SDSN,,Sandstone,UNK,1,720658.6334379419,6097034.039824666
350,3782253,10040819,GW085102.1.1,688.95,UNK,3.0,6.0,685.95,682.95,SDCY,,Sandy brown clay,UNK,1,720658.6334379419,6097034.039824666
351,3787377,10040819,GW085102.1.1,688.95,UNK,53.0,57.0,635.95,631.95,GRVL,,Gravel,UNK,1,720658.6334379419,6097034.039824666
352,3787459,10040819,GW085102.1.1,688.95,UNK,50.0,53.0,638.95,635.95,CLAY,,Clay sand gravel,UNK,1,720658.6334379419,6097034.039824666
353,3787538,10040819,GW085102.1.1,688.95,UNK,2.0,3.0,686.95,685.95,CLAY,,Grey hard clay,UNK,1,720658.6334379419,6097034.039824666
354,3787539,10040819,GW085102.1.1,688.95,UNK,9.0,11.0,679.95,677.95,SAND,,Sand clay,UNK,1,720658.6334379419,6097034.039824666
355,3787540,10040819,GW085102.1.1,688.95,UNK,48.0,50.0,640.95,638.95,SDLC,,Sand gravel,UNK,1,720658.6334379419,6097034.039824666
356,3787564,10040819,GW085102.1.1,688.95,UNK,11.0,14.0,677.95,674.95,CLAY,,Brown clay gravel,UNK,1,720658.6334379419,6097034.039824666
357,3787565,10040819,GW085102.1.1,688.95,UNK,14.0,20.0,674.95,668.95,CLAY,,Brown clay,UNK,1,720658.6334379419,6097034.039824666
358,3787656,10040819,GW085102.1.1,688.95,UNK,0.0,2.0,688.95,686.95,TPSL,,Topsoil,UNK,1,720658.6334379419,6097034.039824666
359,3787657,10040819,GW085102.1.1,688.95,UNK,6.0,9.0,682.95,679.95,CLAY,,Black gravel clay,UNK,1,720658.6334379419,6097034.039824666
360,3787658,10040819,GW085102.1.1,688.95,UNK,57.0,59.0,631.95,629.95,ROCK,,Yellow rock,UNK,1,720658.6334379419,6097034.039824666
361,3815424,10076284,GW403203.1.1,700.78,UNK,3.0,9.0,697.78,691.78,SHLE,,"Shale, soft brown",UNK,1,719256.3223344887,6095409.540700799
362,3815425,10076284,GW403203.1.1,700.78,UNK,9.0,39.0,691.78,661.78,SHLE,,"Shales, yellow, brown, red",UNK,1,719256.3223344887,6095409.540700799
363,3819944,10076284,GW403203.1.1,700.78,UNK,0.0,3.0,700.78,697.78,CLAY,,Clay,UNK,1,719256.3223344887,6095409.540700799
364,3819945,10076284,GW403203.1.1,700.78,UNK,39.0,54.0,661.78,646.78,SLSN,,"Siltstone, black, shales",UNK,1,719256.3223344887,6095409.540700799
365,3838184,10120066,GW400104.1.1,693.19,UNK,2.5,4.0,690.69,689.19,None,,"Gravel, 2-10 mm av 5mm",UNK,1,722103.9259833428,6096396.334221258
366,3838185,10120066,GW400104.1.1,693.19,UNK,4.0,15.5,689.19,677.69,None,,"Sandstone, wh. kaolinitic, very fractured, f.g-mg",UNK,1,722103.9259833428,6096396.334221258
367,3838186,10120066,GW400104.1.1,693.19,UNK,15.5,21.0,677.69,672.19,None,,"Claystone, wh-lt grey",UNK,1,722103.9259833428,6096396.334221258
368,3838187,10120066,GW400104.1.1,693.19,UNK,33.0,65.5,660.19,627.69,None,,"Sandstone, wh. kaolinitic tending silty; red/br at top; f.g. m.g.",UNK,1,722103.9259833428,6096396.334221258
369,3838310,10120066,GW400104.1.1,693.19,UNK,0.0,2.5,693.19,690.69,None,,Red/br clay; black at top,UNK,1,722103.9259833428,6096396.334221258
370,3838311,10120066,GW400104.1.1,693.19,UNK,65.5,73.0,627.69,620.19,None,,"Sandstone, or/br - pink qtz m-c.g",UNK,1,722103.9259833428,6096396.334221258
371,3841472,10120066,GW400104.1.1,693.19,UNK,21.0,33.0,672.19,660.19,None,,"Shale, soft wh-lt grey",UNK,1,722103.9259833428,6096396.334221258
372,3842505,10120743,GW400885.1.1,689.43,UNK,2.0,4.0,687.43,685.43,CLAY,,Clay,UNK,1,721674.5736689668,6097514.124825494
373,3842506,10120743,GW400885.1.1,689.43,UNK,4.0,9.0,685.43,680.43,LRGE,,Large gravel & sand,UNK,1,721674.5736689668,6097514.124825494
374,3842507,10120743,GW400885.1.1,689.43,UNK,9.0,20.0,680.43,669.43,WASH,,Washed river gravel,UNK,1,721674.5736689668,6097514.124825494
375,3842508,10120743,GW400885.1.1,689.43,UNK,20.0,24.0,669.43,665.43,SAND,,Sand,UNK,1,721674.5736689668,6097514.124825494
376,3842917,10120743,GW400885.1.1,689.43,UNK,0.0,2.0,689.43,687.43,SAND,,Sand,UNK,1,721674.5736689668,6097514.124825494
377,3842918,10120743,GW400885.1.1,689.43,UNK,24.0,26.0,665.43,663.43,CLAY,,Clay,UNK,1,721674.5736689668,6097514.124825494
378,3842518,10120752,GW401590.1.1,692.98,UNK,0.0,7.0,692.98,685.98,CLAY,,Clay,UNK,1,722267.5428477181,6096909.086252918
379,3842519,10120752,GW401590.1.1,692.98,UNK,7.0,8.0,685.98,684.98,CRSE,,Coarse sand,UNK,1,722267.5428477181,6096909.086252918
380,3842657,10120752,GW401590.1.1,692.98,UNK,8.9,46.0,684.08,646.98,SLCS,,Siliceous phyllite with quartz veins,UNK,1,722267.5428477181,6096909.086252918
381,3842799,10120752,GW401590.1.1,692.98,UNK,46.0,50.0,646.98,642.98,SLCS,,Siliceous phyllite,UNK,1,722267.5428477181,6096909.086252918
382,3846695,10120752,GW401590.1.1,692.98,UNK,8.0,8.9,684.98,684.08,GRVL,,Gravel,UNK,1,722267.5428477181,6096909.086252918
383,3846852,10120752,GW401590.1.1,692.98,UNK,50.0,56.0,642.98,636.98,GRNT,,Granite dyke,UNK,1,722267.5428477181,6096909.086252918
384,3846853,10120752,GW401590.1.1,692.98,UNK,56.0,115.0,636.98,577.98,SLCS,,Siliceous phullite with minor quartz veins,UNK,1,722267.5428477181,6096909.086252918
385,3843198,10118725,GW401063.1.1,705.58,UNK,1.5,5.48,704.08,700.1,CLAY,,Red clay,UNK,1,719012.6332958925,6095484.038499037
386,3843199,10118725,GW401063.1.1,705.58,UNK,25.91,45.73,679.67,659.85,SFBD,,Soft red shale,UNK,1,719012.6332958925,6095484.038499037
387,3847200,10118725,GW401063.1.1,705.58,UNK,0.0,1.5,705.58,704.08,TPSL,,Top soil,UNK,1,719012.6332958925,6095484.038499037
388,3847201,10118725,GW401063.1.1,705.58,UNK,5.48,8.23,700.1,697.35,SFBD,,Soft shale,UNK,1,719012.6332958925,6095484.038499037
389,3847202,10118725,GW401063.1.1,705.58,UNK,8.23,25.91,697.35,679.67,BRKN,,Broken red shale,UNK,1,719012.6332958925,6095484.038499037
390,3847203,10118725,GW401063.1.1,705.58,UNK,45.73,61.0,659.85,644.58,FIRM,,Firm shale,UNK,1,719012.6332958925,6095484.038499037
391,3854080,10124840,GW401263.1.1,687.68,UNK,0.6,2.7,687.08,684.98,SAND,,Sand,UNK,1,721387.6350729727,6097834.041742869
392,3854494,10124840,GW401263.1.1,687.68,UNK,13.7,22.86,673.98,664.82,SAND,,Sand & clay,UNK,1,721387.6350729727,6097834.041742869
393,3858770,10124840,GW401263.1.1,687.68,UNK,2.7,13.7,684.98,673.98,CLAY,,Clay,UNK,1,721387.6350729727,6097834.041742869
394,3859191,10124840,GW401263.1.1,687.68,UNK,0.0,0.6,687.68,687.08,TPSL,,Topsoil,UNK,1,721387.6350729727,6097834.041742869
395,3859192,10124840,GW401263.1.1,687.68,UNK,22.86,36.6,664.82,651.08,SHLE,,Shale,UNK,1,721387.6350729727,6097834.041742869
396,3854088,10124532,GW401470.1.1,697.88,UNK,30.0,60.0,667.88,637.88,SHLE,,"Shale, blue grey",UNK,1,719452.6336271943,6095211.039648339
397,3854194,10124532,GW401470.1.1,697.88,UNK,0.3,1.5,697.58,696.38,CLAY,,"Clay, brown",UNK,1,719452.6336271943,6095211.039648339
398,3859202,10124532,GW401470.1.1,697.88,UNK,0.0,0.3,697.88,697.58,TPSL,,Topsoil,UNK,1,719452.6336271943,6095211.039648339
399,3859203,10124532,GW401470.1.1,697.88,UNK,1.5,30.0,696.38,667.88,SHLE,,"Shale, soft decomposed brown",UNK,1,719452.6336271943,6095211.039648339
400,3889062,10004515,GW030844.1.1,689.01,UNK,0.0,3.0,689.01,686.01,CLAY,,Clay grey,UNK,1,720652.1435547206,6097017.759348834
401,3889063,10004515,GW030844.1.1,689.01,UNK,13.0,14.0,676.01,675.01,GRVL,,Gravel water bearing bands,UNK,1,720652.1435547206,6097017.759348834
402,3889064,10004515,GW030844.1.1,689.01,UNK,63.0,65.4,626.01,623.61,CLAY,,Clay yellow grey shaley,UNK,1,720652.1435547206,6097017.759348834
403,3889124,10004515,GW030844.1.1,689.01,UNK,30.0,31.5,659.01,657.51,CLAY,,Clay yellow white sandy,UNK,1,720652.1435547206,6097017.759348834
404,3889125,10004515,GW030844.1.1,689.01,UNK,31.5,32.5,657.51,656.51,SAND,,Sand coarse water bearing cemented,UNK,1,720652.1435547206,6097017.759348834
405,3889126,10004515,GW030844.1.1,689.01,UNK,38.0,42.5,651.01,646.51,SAND,,Sand water bearing cemented clay bands,UNK,1,720652.1435547206,6097017.759348834
406,3889127,10004515,GW030844.1.1,689.01,UNK,43.5,47.2,645.51,641.81,CLAY,,Clay yellow grey,UNK,1,720652.1435547206,6097017.759348834
407,3889128,10004515,GW030844.1.1,689.01,UNK,47.2,48.0,641.81,641.01,CLAY,,Clay water bearing coarse sandy,UNK,1,720652.1435547206,6097017.759348834
408,3889184,10004515,GW030844.1.1,689.01,UNK,7.0,13.0,682.01,676.01,CLAY,,Clay yellow grey,UNK,1,720652.1435547206,6097017.759348834
409,3889185,10004515,GW030844.1.1,689.01,UNK,25.3,30.0,663.71,659.01,CLAY,,Clay white sandy,UNK,1,720652.1435547206,6097017.759348834
410,3889186,10004515,GW030844.1.1,689.01,UNK,57.0,59.0,632.01,630.01,GRVL,,Gravel water bearing large,UNK,1,720652.1435547206,6097017.759348834
411,3889187,10004515,GW030844.1.1,689.01,UNK,59.0,63.0,630.01,626.01,GRVL,,Gravel large dry claybound,UNK,1,720652.1435547206,6097017.759348834
412,3889247,10004515,GW030844.1.1,689.01,UNK,18.5,24.5,670.51,664.51,CLAY,,Clay white,UNK,1,720652.1435547206,6097017.759348834
413,3889248,10004515,GW030844.1.1,689.01,UNK,24.5,25.3,664.51,663.71,SAND,,Sand cemented water bearing,UNK,1,720652.1435547206,6097017.759348834
414,3889249,10004515,GW030844.1.1,689.01,UNK,36.5,38.0,652.51,651.01,CLAY,,Clay white,UNK,1,720652.1435547206,6097017.759348834
415,3889250,10004515,GW030844.1.1,689.01,UNK,48.0,50.0,641.01,639.01,CLAY,,Clay yellow sandy,UNK,1,720652.1435547206,6097017.759348834
416,3889251,10004515,GW030844.1.1,689.01,UNK,54.7,57.0,634.31,632.01,GRVL,,Gravel water bearing cemented,UNK,1,720652.1435547206,6097017.759348834
417,3889302,10004515,GW030844.1.1,689.01,UNK,3.0,6.0,686.01,683.01,CLAY,,Clay grey,UNK,1,720652.1435547206,6097017.759348834
418,3889303,10004515,GW030844.1.1,689.01,UNK,14.0,18.5,675.01,670.51,CLAY,,Clay gravel,UNK,1,720652.1435547206,6097017.759348834
419,3889304,10004515,GW030844.1.1,689.01,UNK,42.5,43.0,646.51,646.01,CLAY,,Clay yellow grey,UNK,1,720652.1435547206,6097017.759348834
420,3889366,10004515,GW030844.1.1,689.01,UNK,32.5,36.0,656.51,653.01,CLAY,,Clay white,UNK,1,720652.1435547206,6097017.759348834
421,3889418,10004515,GW030844.1.1,689.01,UNK,36.0,36.5,653.01,652.51,SAND,,Sand water bearing coarse cemented,UNK,1,720652.1435547206,6097017.759348834
422,3889419,10004515,GW030844.1.1,689.01,UNK,43.0,43.5,646.01,645.51,CLAY,,Clay water bearing sand,UNK,1,720652.1435547206,6097017.759348834
423,3889420,10004515,GW030844.1.1,689.01,UNK,50.0,53.5,639.01,635.51,GRVL,,Gravel water bearing coarse,UNK,1,720652.1435547206,6097017.759348834
424,3889421,10004515,GW030844.1.1,689.01,UNK,53.5,54.7,635.51,634.31,CLAY,,Clay white sandy,UNK,1,720652.1435547206,6097017.759348834
425,3889476,10004515,GW030844.1.1,689.01,UNK,6.0,7.0,683.01,682.01,CLAY,,Clay grey sandy,UNK,1,720652.1435547206,6097017.759348834
426,3894728,10008175,GW031362.1.1,692.25,UNK,4.57,6.1,687.68,686.15,GRVL,,Gravel,UNK,1,721935.3146802926,6096739.651476307
427,3894781,10008175,GW031362.1.1,692.25,UNK,50.6,52.43,641.65,639.82,SAND,,Sand coarse siltstone,UNK,1,721935.3146802926,6096739.651476307
428,3899314,10008175,GW031362.1.1,692.25,UNK,0.0,2.44,692.25,689.81,SAND,,Sand,UNK,1,721935.3146802926,6096739.651476307
429,3899315,10008175,GW031362.1.1,692.25,UNK,16.76,19.81,675.49,672.44,SAND,,Sand water bearing,UNK,1,721935.3146802926,6096739.651476307
430,3899316,10008175,GW031362.1.1,692.25,UNK,21.34,22.86,670.91,669.39,SAND,,Sand water bearing,UNK,1,721935.3146802926,6096739.651476307
431,3899317,10008175,GW031362.1.1,692.25,UNK,25.91,47.24,666.34,645.01,SAND,,Sand coarse water bearing,UNK,1,721935.3146802926,6096739.651476307
432,3899318,10008175,GW031362.1.1,692.25,UNK,47.24,50.6,645.01,641.65,CLAY,,Clay,UNK,1,721935.3146802926,6096739.651476307
433,3899360,10008175,GW031362.1.1,692.25,UNK,6.1,7.62,686.15,684.63,CLAY,,Clay sandy,UNK,1,721935.3146802926,6096739.651476307
434,3899361,10008175,GW031362.1.1,692.25,UNK,19.81,21.34,672.44,670.91,CLAY,,Clay,UNK,1,721935.3146802926,6096739.651476307
435,3899409,10008175,GW031362.1.1,692.25,UNK,7.62,10.67,684.63,681.58,CLAY,,Clay,UNK,1,721935.3146802926,6096739.651476307
436,3899410,10008175,GW031362.1.1,692.25,UNK,10.67,16.76,681.58,675.49,GRVL,,Gravel,UNK,1,721935.3146802926,6096739.651476307
437,3903477,10008175,GW031362.1.1,692.25,UNK,22.86,25.91,669.39,666.34,CLAY,,Clay,UNK,1,721935.3146802926,6096739.651476307
438,3903513,10008175,GW031362.1.1,692.25,UNK,2.44,4.57,689.81,687.68,CLAY,,Clay sandy,UNK,1,721935.3146802926,6096739.651476307
439,3910281,10033603,GW048655.1.1,694.74,UNK,0.0,0.3,694.74,694.44,TPSL,,Topsoil,UNK,1,719631.9948477754,6096672.621853577
440,3910312,10033603,GW048655.1.1,694.74,UNK,18.3,21.3,676.44,673.44,CLAY,,Clay red,UNK,1,719631.9948477754,6096672.621853577
441,3910426,10033603,GW048655.1.1,694.74,UNK,0.3,9.1,694.44,685.64,CLAY,,Clay coloured,UNK,1,719631.9948477754,6096672.621853577
442,3910493,10033603,GW048655.1.1,694.74,UNK,9.1,18.3,685.64,676.44,SHLE,,Shale,UNK,1,719631.9948477754,6096672.621853577
443,3910494,10033603,GW048655.1.1,694.74,UNK,36.6,61.0,658.14,633.74,SHLE,,Shale hard water supply,UNK,1,719631.9948477754,6096672.621853577
444,3910529,10033603,GW048655.1.1,694.74,UNK,21.3,36.6,673.44,658.14,SHLE,,Shale broken gravel water supply,UNK,1,719631.9948477754,6096672.621853577
445,3932776,10026626,GW025271.1.1,690.43,UNK,24.69,25.91,665.74,664.52,CLAY,,Clay red yellow,UNK,1,720967.9527249438,6096485.867604062
446,3935870,10026626,GW025271.1.1,690.43,UNK,28.96,33.53,661.47,656.9,CLAY,,Clay red yellow,UNK,1,720967.9527249438,6096485.867604062
447,3935955,10026626,GW025271.1.1,690.43,UNK,9.75,11.89,680.68,678.54,CLAY,,Clay grey,UNK,1,720967.9527249438,6096485.867604062
448,3935956,10026626,GW025271.1.1,690.43,UNK,12.19,13.11,678.24,677.32,SILT,,Silt heavy,UNK,1,720967.9527249438,6096485.867604062
449,3935957,10026626,GW025271.1.1,690.43,UNK,21.34,24.69,669.09,665.74,CLAY,,Clay yellow grey red swelling,UNK,1,720967.9527249438,6096485.867604062
450,3936059,10026626,GW025271.1.1,690.43,UNK,7.01,7.62,683.42,682.81,SAND,,Sand gravel water supply,UNK,1,720967.9527249438,6096485.867604062
451,3936060,10026626,GW025271.1.1,690.43,UNK,12.19,13.11,678.24,677.32,SAND,,Sand gravel water supply,UNK,1,720967.9527249438,6096485.867604062
452,3936061,10026626,GW025271.1.1,690.43,UNK,35.36,38.1,655.07,652.33,CGLM,,Conglomerate cemented,UNK,1,720967.9527249438,6096485.867604062
453,3936142,10026626,GW025271.1.1,690.43,UNK,13.11,13.72,677.32,676.71,GRVL,,Gravel silt water supply,UNK,1,720967.9527249438,6096485.867604062
454,3936143,10026626,GW025271.1.1,690.43,UNK,25.91,28.96,664.52,661.47,CLAY,,Clay yellow sandy fine,UNK,1,720967.9527249438,6096485.867604062
455,3936144,10026626,GW025271.1.1,690.43,UNK,33.53,35.36,656.9,655.07,CLAY,,Clay yellow purple grey slightly gravel,UNK,1,720967.9527249438,6096485.867604062
456,3940131,10026626,GW025271.1.1,690.43,UNK,0.0,1.22,690.43,689.21,UNKN,,Driller,UNK,1,720967.9527249438,6096485.867604062
457,3940132,10026626,GW025271.1.1,690.43,UNK,1.22,6.4,689.21,684.03,CLAY,,Clay dark brown waddy,UNK,1,720967.9527249438,6096485.867604062
458,3940133,10026626,GW025271.1.1,690.43,UNK,6.4,7.01,684.03,683.42,CLAY,,Clay yellow gravel sandy,UNK,1,720967.9527249438,6096485.867604062
459,3940134,10026626,GW025271.1.1,690.43,UNK,7.62,9.75,682.81,680.68,CLAY,,Clay grey gravel,UNK,1,720967.9527249438,6096485.867604062
460,3940135,10026626,GW025271.1.1,690.43,UNK,13.72,15.24,676.71,675.19,CLAY,,Clay yellow grey gravel,UNK,1,720967.9527249438,6096485.867604062
461,3940214,10026626,GW025271.1.1,690.43,UNK,11.89,12.19,678.54,678.24,SAND,,Sand gravel water supply,UNK,1,720967.9527249438,6096485.867604062
462,3940215,10026626,GW025271.1.1,690.43,UNK,15.24,21.34,675.19,669.09,CLAY,,Clay light grey slightly gravel,UNK,1,720967.9527249438,6096485.867604062
463,3960299,10025431,GW058001.1.1,706.38,UNK,0.3,3.9,706.08,702.48,CLAY,,Clay,UNK,1,719139.1486015905,6097208.756888185
464,3960346,10025431,GW058001.1.1,706.38,UNK,6.1,57.9,700.28,648.48,SHLE,,Shale some soft bands,UNK,1,719139.1486015905,6097208.756888185
465,3960456,10025431,GW058001.1.1,706.38,UNK,3.9,6.1,702.48,700.28,SAND,,Sand,UNK,1,719139.1486015905,6097208.756888185
466,3960457,10025431,GW058001.1.1,706.38,UNK,57.9,68.6,648.48,637.78,SHLE,,Shale water supply,UNK,1,719139.1486015905,6097208.756888185
467,3960495,10025431,GW058001.1.1,706.38,UNK,0.0,0.3,706.38,706.08,TPSL,,Topsoil,UNK,1,719139.1486015905,6097208.756888185
468,3960612,10025431,GW058001.1.1,706.38,UNK,3.9,6.1,702.48,700.28,SHLE,,Shale clay,UNK,1,719139.1486015905,6097208.756888185
469,3965551,10127338,GW037371.1.1,691.38,UNK,24.69,31.09,666.69,660.29,GRVL,,Gravel white water supply,UNK,1,720722.3766897084,6095751.866742607
470,3965661,10127338,GW037371.1.1,691.38,UNK,14.33,23.77,677.05,667.61,SAND,,Sand coarse water supply,UNK,1,720722.3766897084,6095751.866742607
471,3965768,10127338,GW037371.1.1,691.38,UNK,9.45,14.33,681.93,677.05,CLAY,,Clay gravel bands,UNK,1,720722.3766897084,6095751.866742607
472,3970172,10127338,GW037371.1.1,691.38,UNK,0.61,9.45,690.77,681.93,CLAY,,Clay sand fine bands,UNK,1,720722.3766897084,6095751.866742607
473,3970268,10127338,GW037371.1.1,691.38,UNK,0.0,0.61,691.38,690.77,CLAY,,Clay black,UNK,1,720722.3766897084,6095751.866742607
474,3970269,10127338,GW037371.1.1,691.38,UNK,23.77,24.69,667.61,666.69,CLAY,,Clay white hard,UNK,1,720722.3766897084,6095751.866742607
475,3970369,10127338,GW037371.1.1,691.38,UNK,31.09,32.92,660.29,658.46,CLAY,,Clay red white,UNK,1,720722.3766897084,6095751.866742607
476,3982756,10009839,GW037492.1.1,686.71,UNK,0.0,7.32,686.71,679.39,SOIL,,Soil water supply,UNK,1,721202.6197792023,6097805.970045982
477,3984783,10055417,GW044803.1.1,693.35,UNK,3.05,3.66,690.3,689.69,GRVL,,Gravel dirty,UNK,1,720581.6940432935,6095169.46620382
478,3984784,10055417,GW044803.1.1,693.35,UNK,13.11,14.33,680.24,679.02,CLAY,,Clay plastic,UNK,1,720581.6940432935,6095169.46620382
479,3984785,10055417,GW044803.1.1,693.35,UNK,16.15,18.9,677.2,674.45,CLAY,,Clay white,UNK,1,720581.6940432935,6095169.46620382
480,3984786,10055417,GW044803.1.1,693.35,UNK,19.2,19.81,674.15,673.54,CLAY,,Clay pink,UNK,1,720581.6940432935,6095169.46620382
481,3984956,10055417,GW044803.1.1,693.35,UNK,5.49,8.23,687.86,685.12,GRVL,,Gravel coarse,UNK,1,720581.6940432935,6095169.46620382
482,3984957,10055417,GW044803.1.1,693.35,UNK,10.36,12.5,682.99,680.85,CLAY,,Clay soft,UNK,1,720581.6940432935,6095169.46620382
483,3984958,10055417,GW044803.1.1,693.35,UNK,18.9,19.2,674.45,674.15,GRVL,,Gravel water supply,UNK,1,720581.6940432935,6095169.46620382
