,OBJECTID,BoreID,HydroCode,RefElev,RefElevDesc,FromDepth,ToDepth,TopElev,BottomElev,MajorLithCode,MinorLithCode,Description,Source,LogType,Easting,Northing
484,3984959,10055417,GW044803.1.1,693.35,UNK,24.84,24.99,668.51,668.36,CLAY,,Clay light brown,UNK,1,720581.6940432935,6095169.46620382
485,3984960,10055417,GW044803.1.1,693.35,UNK,24.99,27.74,668.36,665.61,CLAY,,Clay white,UNK,1,720581.6940432935,6095169.46620382
486,3984961,10055417,GW044803.1.1,693.35,UNK,30.02,31.85,663.33,661.5,GRVL,,Gravel water supply,UNK,1,720581.6940432935,6095169.46620382
487,3984962,10055417,GW044803.1.1,693.35,UNK,31.85,32.16,661.5,661.19,CLAY,,Clay,UNK,1,720581.6940432935,6095169.46620382
488,3985081,10055417,GW044803.1.1,693.35,UNK,20.42,22.86,672.93,670.49,CLAY,,Clay pink,UNK,1,720581.6940432935,6095169.46620382
489,3985082,10055417,GW044803.1.1,693.35,UNK,29.87,30.02,663.48,663.33,CLAY,,Clay,UNK,1,720581.6940432935,6095169.46620382
490,3989370,10055417,GW044803.1.1,693.35,UNK,0.3,3.05,693.05,690.3,CLAY,,Clay plastic,UNK,1,720581.6940432935,6095169.46620382
491,3989371,10055417,GW044803.1.1,693.35,UNK,14.48,15.54,678.87,677.81,CLAY,,Clay plastic,UNK,1,720581.6940432935,6095169.46620382
492,3989372,10055417,GW044803.1.1,693.35,UNK,19.81,20.42,673.54,672.93,GRVL,,Gravel large water supply,UNK,1,720581.6940432935,6095169.46620382
493,3989373,10055417,GW044803.1.1,693.35,UNK,24.54,24.84,668.81,668.51,GRVL,,Gravel,UNK,1,720581.6940432935,6095169.46620382
494,3989374,10055417,GW044803.1.1,693.35,UNK,27.74,28.35,665.61,665.0,GRVL,,Gravel,UNK,1,720581.6940432935,6095169.46620382
495,3989504,10055417,GW044803.1.1,693.35,UNK,3.66,5.49,689.69,687.86,CLAY,,Clay gravel,UNK,1,720581.6940432935,6095169.46620382
496,3989505,10055417,GW044803.1.1,693.35,UNK,8.23,9.14,685.12,684.21,CLAY,,Clay gravel plastic,UNK,1,720581.6940432935,6095169.46620382
497,3989506,10055417,GW044803.1.1,693.35,UNK,15.54,16.15,677.81,677.2,GRVL,,Gravel,UNK,1,720581.6940432935,6095169.46620382
498,3989507,10055417,GW044803.1.1,693.35,UNK,24.08,24.54,669.27,668.81,CLAY,,Clay white,UNK,1,720581.6940432935,6095169.46620382
499,3989508,10055417,GW044803.1.1,693.35,UNK,28.35,28.65,665.0,664.7,CLAY,,Clay white,UNK,1,720581.6940432935,6095169.46620382
500,3989644,10055417,GW044803.1.1,693.35,UNK,0.0,0.3,693.35,693.05,SOIL,,Soil,UNK,1,720581.6940432935,6095169.46620382
501,3989645,10055417,GW044803.1.1,693.35,UNK,12.5,13.11,680.85,680.24,GRVL,,Gravel water supply,UNK,1,720581.6940432935,6095169.46620382
502,3989802,10055417,GW044803.1.1,693.35,UNK,9.75,10.36,683.6,682.99,GRVL,,Gravel clay,UNK,1,720581.6940432935,6095169.46620382
503,3989803,10055417,GW044803.1.1,693.35,UNK,28.65,29.87,664.7,663.48,GRVL,,Gravel water supply,UNK,1,720581.6940432935,6095169.46620382
504,3994407,10055417,GW044803.1.1,693.35,UNK,9.14,9.75,684.21,683.6,GRVL,,Gravel water supply,UNK,1,720581.6940432935,6095169.46620382
505,3994408,10055417,GW044803.1.1,693.35,UNK,14.33,14.48,679.02,678.87,GRVL,,Gravel,UNK,1,720581.6940432935,6095169.46620382
506,3994409,10055417,GW044803.1.1,693.35,UNK,22.86,23.47,670.49,669.88,CLAY,,Clay yellow,UNK,1,720581.6940432935,6095169.46620382
507,3994410,10055417,GW044803.1.1,693.35,UNK,23.47,24.08,669.88,669.27,GRVL,,Gravel water supply,UNK,1,720581.6940432935,6095169.46620382
508,4005709,10056360,GW055415.1.1,697.73,UNK,25.9,45.7,671.83,652.03,SHLE,,Shale soft,UNK,1,722178.4932889914,6095315.310979899
509,4005752,10056360,GW055415.1.1,697.73,UNK,0.0,0.3,697.73,697.43,TPSL,,Topsoil,UNK,1,722178.4932889914,6095315.310979899
510,4005863,10056360,GW055415.1.1,697.73,UNK,0.3,25.9,697.43,671.83,CLAY,,Clay,UNK,1,722178.4932889914,6095315.310979899
511,4033923,10096073,GW404761.1.1,689.31,UNK,37.4,47.4,651.91,641.91,CLAY,,"Clay - white with minor thin silt, grit and sand horizons",UNK,1,720677.9955527072,6096964.00371633
512,4034042,10096073,GW404761.1.1,689.31,UNK,6.0,12.0,683.31,677.31,CLAY,,Clay - dark grey - becoming light grey with depth,UNK,1,720677.9955527072,6096964.00371633
513,4034043,10096073,GW404761.1.1,689.31,UNK,23.9,35.0,665.41,654.31,CLAY,,"Clay - white with thin grit horizons at 24.6-26.6, 31-2-32",UNK,1,720677.9955527072,6096964.00371633
514,4034167,10096073,GW404761.1.1,689.31,UNK,12.0,19.0,677.31,670.31,CLAY,,"Clay - gritty, minor pebbles ~5cm and ironstone clasts",UNK,1,720677.9955527072,6096964.00371633
515,4034290,10096073,GW404761.1.1,689.31,UNK,55.0,60.0,634.31,629.31,GRVL,,"Gravel, white, and light grey quartz",UNK,1,720677.9955527072,6096964.00371633
516,4038857,10096073,GW404761.1.1,689.31,UNK,19.0,23.9,670.31,665.41,CLAY,,Clay - as above - tending more gritty,UNK,1,720677.9955527072,6096964.00371633
517,4038858,10096073,GW404761.1.1,689.31,UNK,35.0,37.4,654.31,651.91,GRVL,,Gravel - white - fine 2-3mm,UNK,1,720677.9955527072,6096964.00371633
518,4038982,10096073,GW404761.1.1,689.31,UNK,60.0,60.5,629.31,628.81,SLSN,,"Siltstone, grey, poor recovery",UNK,1,720677.9955527072,6096964.00371633
519,4039102,10096073,GW404761.1.1,689.31,UNK,2.0,6.0,687.31,683.31,CLAY,,Clay - kaki brown,UNK,1,720677.9955527072,6096964.00371633
520,4039250,10096073,GW404761.1.1,689.31,UNK,0.0,2.0,689.31,687.31,SOIL,,Soil - light brown - loam,UNK,1,720677.9955527072,6096964.00371633
521,4039251,10096073,GW404761.1.1,689.31,UNK,47.4,55.0,641.91,634.31,GRVL,,"Gravel - white, quartzose, 3-5mm, thin silt bed at base",UNK,1,720677.9955527072,6096964.00371633
522,4040705,10049753,GW402475.1.1,693.55,UNK,5.0,12.0,688.55,681.55,SAND,,"Sand, weathered and loamy",UNK,1,722520.7668612307,6097267.78222145
523,4044095,10049753,GW402475.1.1,693.55,UNK,0.0,5.0,693.55,688.55,SOIL,,"Soil, loamy clays",UNK,1,722520.7668612307,6097267.78222145
524,4044096,10049753,GW402475.1.1,693.55,UNK,12.0,18.0,681.55,675.55,SAND,,"Sand, large gravel",UNK,1,722520.7668612307,6097267.78222145
525,4047231,10072741,GW404164.1.1,692.76,UNK,0.0,1.0,692.76,691.76,SOIL,,Soil,UNK,1,722252.997369291,6096330.008811343
526,4051830,10072741,GW404164.1.1,692.76,UNK,9.0,42.0,683.76,650.76,SHLE,,Shales/quartz/siltstone - weathered,UNK,1,722252.997369291,6096330.008811343
527,4056343,10072741,GW404164.1.1,692.76,UNK,1.0,9.0,691.76,683.76,23,,Clays - soft and large gravelly sand,UNK,1,722252.997369291,6096330.008811343
528,4049809,10124221,GW414527.1.1,696.99,UNK,18.0,54.0,678.99,642.99,SHLE,,Shale - yellow,UNK,1,719446.9928283833,6098029.011099255
529,4049936,10124221,GW414527.1.1,696.99,UNK,1.0,18.0,695.99,678.99,CLAY,,Clay - red,UNK,1,719446.9928283833,6098029.011099255
530,4053242,10124221,GW414527.1.1,696.99,UNK,0.0,1.0,696.99,695.99,TPSL,,Topsoil,UNK,1,719446.9928283833,6098029.011099255
531,4064155,10136242,GW400102.1.1,691.11,UNK,9.0,12.0,682.11,679.11,None,,"Yellow, silty clay sandstone top of carwoola bed",UNK,1,721693.4352125856,6096159.749059427
532,4067757,10136242,GW400102.1.1,691.11,UNK,35.4,38.4,655.71,652.71,None,,Dark grey silty clay,UNK,1,721693.4352125856,6096159.749059427
533,4069762,10136242,GW400102.1.1,691.11,UNK,1.0,2.5,690.11,688.61,None,,Yellow & brown clay,UNK,1,721693.4352125856,6096159.749059427
534,4069763,10136242,GW400102.1.1,691.11,UNK,2.5,9.0,688.61,682.11,None,,Gravel to 25mm yellow grey,UNK,1,721693.4352125856,6096159.749059427
535,4069764,10136242,GW400102.1.1,691.11,UNK,12.0,21.0,679.11,670.11,None,,Grey - pink & yellow silty clay sandstone - gravel,UNK,1,721693.4352125856,6096159.749059427
536,4069765,10136242,GW400102.1.1,691.11,UNK,45.7,45.73,645.41,645.38,None,,Base of carwoola beds,UNK,1,721693.4352125856,6096159.749059427
537,4069875,10136242,GW400102.1.1,691.11,UNK,45.73,60.0,645.38,631.11,None,,Extremely weathered to slightly weathered dark grey tuffacecus siltstone of captains flat formation,UNK,1,721693.4352125856,6096159.749059427
538,4070011,10136242,GW400102.1.1,691.11,UNK,0.0,1.0,691.11,690.11,None,,Topsoil,UNK,1,721693.4352125856,6096159.749059427
539,4070012,10136242,GW400102.1.1,691.11,UNK,21.0,35.4,670.11,655.71,None,,Grey silty clay,UNK,1,721693.4352125856,6096159.749059427
540,4070013,10136242,GW400102.1.1,691.11,UNK,38.4,45.7,652.71,645.41,None,,Yellow silty clay - sandstone,UNK,1,721693.4352125856,6096159.749059427
541,4067547,10120316,GW401591.1.1,692.98,UNK,0.0,5.0,692.98,687.98,CLAY,,Clay,UNK,1,722262.610538815,6096903.965138782
542,4067548,10120316,GW401591.1.1,692.98,UNK,8.0,14.0,684.98,678.98,CNZC,,Ckat,UNK,1,722262.610538815,6096903.965138782
543,4067549,10120316,GW401591.1.1,692.98,UNK,47.0,68.0,645.98,624.98,SLCS,,Siliceous phullite,UNK,1,722262.610538815,6096903.965138782
544,4067638,10120316,GW401591.1.1,692.98,UNK,14.0,31.0,678.98,661.98,SLCS,,Siliceous phullite with quartz veins,UNK,1,722262.610538815,6096903.965138782
545,4067639,10120316,GW401591.1.1,692.98,UNK,41.0,47.0,651.98,645.98,GRNT,,Grantie dyke,UNK,1,722262.610538815,6096903.965138782
546,4070847,10120316,GW401591.1.1,692.98,UNK,68.0,72.0,624.98,620.98,MDUM,,Medium grained sandstone,UNK,1,722262.610538815,6096903.965138782
547,4071113,10120316,GW401591.1.1,692.98,UNK,5.0,8.0,687.98,684.98,GRVL,,Gravel,UNK,1,722262.610538815,6096903.965138782
548,4071114,10120316,GW401591.1.1,692.98,UNK,31.0,41.0,661.98,651.98,SLCS,,Siliceous phyllite,UNK,1,722262.610538815,6096903.965138782
549,4076649,10124850,GW402023.1.1,702.13,UNK,0.0,9.0,702.13,693.13,CLAY,,"Clay, soil",UNK,1,722722.760416253,6095788.154091496
550,4076934,10124850,GW402023.1.1,702.13,UNK,15.0,22.0,687.13,680.13,GRVL,,"Gravel, sand clay",UNK,1,722722.760416253,6095788.154091496
551,4081734,10124850,GW402023.1.1,702.13,UNK,9.0,15.0,693.13,687.13,SILT,,"Silt, gravel",UNK,1,722722.760416253,6095788.154091496
552,4107977,10006021,GW030829.1.1,689.39,UNK,37.0,38.0,652.39,651.39,SAND,,Sand water bearing coarse clay bands,UNK,1,720503.478707333,6097144.722768085
553,4107978,10006021,GW030829.1.1,689.39,UNK,43.0,44.0,646.39,645.39,SAND,,Sand water bearing coarse,UNK,1,720503.478707333,6097144.722768085
554,4111823,10006021,GW030829.1.1,689.39,UNK,17.0,20.5,672.39,668.89,CLAY,,Clay grey,UNK,1,720503.478707333,6097144.722768085
555,4111824,10006021,GW030829.1.1,689.39,UNK,24.0,28.0,665.39,661.39,CLAY,,Clay white,UNK,1,720503.478707333,6097144.722768085
556,4111860,10006021,GW030829.1.1,689.39,UNK,40.5,42.0,648.89,647.39,CLAY,,Clay yellow,UNK,1,720503.478707333,6097144.722768085
557,4111899,10006021,GW030829.1.1,689.39,UNK,0.1,0.8,689.29,688.59,CLAY,,Clay yellow stones,UNK,1,720503.478707333,6097144.722768085
558,4111900,10006021,GW030829.1.1,689.39,UNK,0.8,2.0,688.59,687.39,CLAY,,Clay yellow,UNK,1,720503.478707333,6097144.722768085
559,4111901,10006021,GW030829.1.1,689.39,UNK,28.0,29.0,661.39,660.39,SAND,,Sand water bearing coarse,UNK,1,720503.478707333,6097144.722768085
560,4111902,10006021,GW030829.1.1,689.39,UNK,38.0,39.5,651.39,649.89,CLAY,,Clay red yellow,UNK,1,720503.478707333,6097144.722768085
561,4111903,10006021,GW030829.1.1,689.39,UNK,55.0,57.5,634.39,631.89,SAND,,Sand cemented gravel,UNK,1,720503.478707333,6097144.722768085
562,4111938,10006021,GW030829.1.1,689.39,UNK,0.0,0.1,689.39,689.29,TPSL,,Topsoil,UNK,1,720503.478707333,6097144.722768085
563,4111939,10006021,GW030829.1.1,689.39,UNK,2.0,5.5,687.39,683.89,CLAY,,Clay grey,UNK,1,720503.478707333,6097144.722768085
564,4111940,10006021,GW030829.1.1,689.39,UNK,5.5,8.0,683.89,681.39,CLAY,,Clay grey,UNK,1,720503.478707333,6097144.722768085
565,4111941,10006021,GW030829.1.1,689.39,UNK,12.0,15.0,677.39,674.39,CLAY,,Clay,UNK,1,720503.478707333,6097144.722768085
566,4111942,10006021,GW030829.1.1,689.39,UNK,39.5,40.5,649.89,648.89,SAND,,Sand water bearing coarse,UNK,1,720503.478707333,6097144.722768085
567,4111943,10006021,GW030829.1.1,689.39,UNK,45.0,49.0,644.39,640.39,CLAY,,Clay red grey,UNK,1,720503.478707333,6097144.722768085
568,4111944,10006021,GW030829.1.1,689.39,UNK,57.5,62.6,631.89,626.79,CLAY,,Clay light grey shaley,UNK,1,720503.478707333,6097144.722768085
569,4112042,10006021,GW030829.1.1,689.39,UNK,44.0,45.0,645.39,644.39,CLAY,,Clay yellow grey,UNK,1,720503.478707333,6097144.722768085
570,4112073,10006021,GW030829.1.1,689.39,UNK,15.0,17.0,674.39,672.39,CLAY,,Clay gravel,UNK,1,720503.478707333,6097144.722768085
571,4112110,10006021,GW030829.1.1,689.39,UNK,8.0,12.0,681.39,677.39,CLAY,,Clay grey,UNK,1,720503.478707333,6097144.722768085
572,4112111,10006021,GW030829.1.1,689.39,UNK,20.5,24.0,668.89,665.39,CLAY,,Clay gravel,UNK,1,720503.478707333,6097144.722768085
573,4112112,10006021,GW030829.1.1,689.39,UNK,29.0,36.0,660.39,653.39,CLAY,,Clay white,UNK,1,720503.478707333,6097144.722768085
574,4112113,10006021,GW030829.1.1,689.39,UNK,36.0,37.0,653.39,652.39,CLAY,,Clay red yellow shaley,UNK,1,720503.478707333,6097144.722768085
575,4112114,10006021,GW030829.1.1,689.39,UNK,42.0,43.0,647.39,646.39,CLAY,,Clay grey sandy,UNK,1,720503.478707333,6097144.722768085
576,4112115,10006021,GW030829.1.1,689.39,UNK,49.0,55.0,640.39,634.39,CLAY,,Clay grey yellow,UNK,1,720503.478707333,6097144.722768085
577,4118260,10019064,GW030809.1.1,692.11,UNK,0.8,2.5,691.31,689.61,CLAY,,Clay white gravel,UNK,1,721910.7932923678,6096771.088347629
578,4121558,10019064,GW030809.1.1,692.11,UNK,22.0,22.5,670.11,669.61,SAND,,Sand gravel water bearing bands,UNK,1,721910.7932923678,6096771.088347629
579,4121559,10019064,GW030809.1.1,692.11,UNK,30.0,39.0,662.11,653.11,SAND,,Sand coarse,UNK,1,721910.7932923678,6096771.088347629
580,4121560,10019064,GW030809.1.1,692.11,UNK,39.0,41.0,653.11,651.11,GRVL,,Gravel yellow water bearing clay bands,UNK,1,721910.7932923678,6096771.088347629
581,4121561,10019064,GW030809.1.1,692.11,UNK,47.0,49.5,645.11,642.61,CLAY,,Clay yellow grey,UNK,1,721910.7932923678,6096771.088347629
582,4121562,10019064,GW030809.1.1,692.11,UNK,49.5,50.5,642.61,641.61,GRVL,,Gravel water bearing large,UNK,1,721910.7932923678,6096771.088347629
583,4121614,10019064,GW030809.1.1,692.11,UNK,10.0,18.0,682.11,674.11,CLAY,,Clay reddish gravel,UNK,1,721910.7932923678,6096771.088347629
584,4121615,10019064,GW030809.1.1,692.11,UNK,51.0,52.0,641.11,640.11,GRVL,,Gravel cemented large,UNK,1,721910.7932923678,6096771.088347629
585,4121648,10019064,GW030809.1.1,692.11,UNK,2.5,4.5,689.61,687.61,CLAY,,Clay yellow white,UNK,1,721910.7932923678,6096771.088347629
586,4121649,10019064,GW030809.1.1,692.11,UNK,21.0,22.0,671.11,670.11,CLAY,,Clay grey yellow sticky,UNK,1,721910.7932923678,6096771.088347629
587,4121650,10019064,GW030809.1.1,692.11,UNK,25.0,28.0,667.11,664.11,CLAY,,Clay white sandy,UNK,1,721910.7932923678,6096771.088347629
588,4121686,10019064,GW030809.1.1,692.11,UNK,4.5,6.0,687.61,686.11,CLAY,,Clay yellow gravel,UNK,1,721910.7932923678,6096771.088347629
589,4121687,10019064,GW030809.1.1,692.11,UNK,8.0,10.0,684.11,682.11,CLAY,,Clay yellow gravel,UNK,1,721910.7932923678,6096771.088347629
590,4121688,10019064,GW030809.1.1,692.11,UNK,18.0,19.0,674.11,673.11,CLAY,,Clay white sticky,UNK,1,721910.7932923678,6096771.088347629
591,4125866,10019064,GW030809.1.1,692.11,UNK,22.5,24.5,669.61,667.61,CLAY,,Clay grey yellow sandy,UNK,1,721910.7932923678,6096771.088347629
592,4125867,10019064,GW030809.1.1,692.11,UNK,41.0,42.0,651.11,650.11,CLAY,,Clay grey,UNK,1,721910.7932923678,6096771.088347629
593,4125868,10019064,GW030809.1.1,692.11,UNK,50.5,51.0,641.61,641.11,GRVL,,Gravel water bearing cemented large,UNK,1,721910.7932923678,6096771.088347629
594,4125903,10019064,GW030809.1.1,692.11,UNK,0.0,0.8,692.11,691.31,TPSL,,Topsoil,UNK,1,721910.7932923678,6096771.088347629
595,4125918,10019064,GW030809.1.1,692.11,UNK,7.0,8.0,685.11,684.11,CLAY,,Clay white,UNK,1,721910.7932923678,6096771.088347629
596,4125919,10019064,GW030809.1.1,692.11,UNK,28.0,30.0,664.11,662.11,CLAY,,Clay white sticky,UNK,1,721910.7932923678,6096771.088347629
597,4125920,10019064,GW030809.1.1,692.11,UNK,30.0,39.0,662.11,653.11,CLAY,,Clay yellow water bearing bands,UNK,1,721910.7932923678,6096771.088347629
598,4125956,10019064,GW030809.1.1,692.11,UNK,6.0,7.0,686.11,685.11,CLAY,,Clay gravel,UNK,1,721910.7932923678,6096771.088347629
599,4125957,10019064,GW030809.1.1,692.11,UNK,19.0,21.0,673.11,671.11,CLAY,,Clay red white sticky,UNK,1,721910.7932923678,6096771.088347629
600,4125958,10019064,GW030809.1.1,692.11,UNK,24.5,25.0,667.61,667.11,SAND,,Sand water bearing clay,UNK,1,721910.7932923678,6096771.088347629
601,4125959,10019064,GW030809.1.1,692.11,UNK,42.0,47.0,650.11,645.11,GRVL,,Gravel water bearing large clay bands,UNK,1,721910.7932923678,6096771.088347629
602,4125960,10019064,GW030809.1.1,692.11,UNK,52.0,55.5,640.11,636.61,SLTE,,Slate black hard,UNK,1,721910.7932923678,6096771.088347629
603,4125961,10019064,GW030809.1.1,692.11,UNK,55.5,55.51,636.61,636.6,BDRK,,Bedrock,UNK,1,721910.7932923678,6096771.088347629
604,4118273,10009380,GW031363.1.1,691.76,UNK,10.97,11.58,680.79,680.18,GRVL,,Gravel water bearing,UNK,1,721809.6790622679,6096773.572233152
605,4118274,10009380,GW031363.1.1,691.76,UNK,38.1,39.62,653.66,652.14,SAND,,Sand clay,UNK,1,721809.6790622679,6096773.572233152
606,4118275,10009380,GW031363.1.1,691.76,UNK,86.87,111.86,604.89,579.9,SILT,,Silt sandy,UNK,1,721809.6790622679,6096773.572233152
607,4121579,10009380,GW031363.1.1,691.76,UNK,64.01,74.98,627.75,616.78,None,,Or weathered rock,UNK,1,721809.6790622679,6096773.572233152
608,4121580,10009380,GW031363.1.1,691.76,UNK,64.01,74.98,627.75,616.78,CLAY,,Clay some sand,UNK,1,721809.6790622679,6096773.572233152
609,4121621,10009380,GW031363.1.1,691.76,UNK,6.1,10.97,685.66,680.79,CLAY,,Clay,UNK,1,721809.6790622679,6096773.572233152
610,4121622,10009380,GW031363.1.1,691.76,UNK,16.76,18.29,675.0,673.47,SAND,,Sand coarse,UNK,1,721809.6790622679,6096773.572233152
611,4121623,10009380,GW031363.1.1,691.76,UNK,33.53,35.05,658.23,656.71,CLAY,,Clay,UNK,1,721809.6790622679,6096773.572233152
612,4121624,10009380,GW031363.1.1,691.76,UNK,35.05,38.1,656.71,653.66,SAND,,Sand,UNK,1,721809.6790622679,6096773.572233152
613,4121625,10009380,GW031363.1.1,691.76,UNK,44.2,64.01,647.56,627.75,None,,Or weathered rock,UNK,1,721809.6790622679,6096773.572233152
614,4121662,10009380,GW031363.1.1,691.76,UNK,0.0,3.05,691.76,688.71,CLAY,,Clay sandy,UNK,1,721809.6790622679,6096773.572233152
615,4121663,10009380,GW031363.1.1,691.76,UNK,32.0,33.53,659.76,658.23,CLAY,,Clay sandy,UNK,1,721809.6790622679,6096773.572233152
616,4121695,10009380,GW031363.1.1,691.76,UNK,24.38,32.0,667.38,659.76,SAND,,Sand firm,UNK,1,721809.6790622679,6096773.572233152
617,4121696,10009380,GW031363.1.1,691.76,UNK,74.98,86.87,616.78,604.89,CLAY,,Clay,UNK,1,721809.6790622679,6096773.572233152
618,4125874,10009380,GW031363.1.1,691.76,UNK,18.29,24.38,673.47,667.38,CLAY,,Clay sandy,UNK,1,721809.6790622679,6096773.572233152
619,4125875,10009380,GW031363.1.1,691.76,UNK,39.62,44.2,652.14,647.56,SAND,,Sand coarse,UNK,1,721809.6790622679,6096773.572233152
620,4125876,10009380,GW031363.1.1,691.76,UNK,74.98,86.87,616.78,604.89,None,,Or weathered rock,UNK,1,721809.6790622679,6096773.572233152
621,4125928,10009380,GW031363.1.1,691.76,UNK,3.05,6.1,688.71,685.66,GRVL,,Gravel sandy,UNK,1,721809.6790622679,6096773.572233152
622,4125929,10009380,GW031363.1.1,691.76,UNK,11.58,16.76,680.18,675.0,CLAY,,Clay large gravel seams,UNK,1,721809.6790622679,6096773.572233152
623,4125930,10009380,GW031363.1.1,691.76,UNK,44.2,64.01,647.56,627.75,CLAY,,Clay,UNK,1,721809.6790622679,6096773.572233152
624,4125931,10009380,GW031363.1.1,691.76,UNK,86.87,111.86,604.89,579.9,None,,Or weathered rock,UNK,1,721809.6790622679,6096773.572233152
625,4118866,10000828,GW030835.1.1,689.04,UNK,0.5,2.0,688.54,687.04,CLAY,,Clay grey sandy,UNK,1,720329.5303787233,6097272.30156914
626,4118870,10000828,GW030835.1.1,689.04,UNK,0.0,0.5,689.04,688.54,TPSL,,Topsoil,UNK,1,720329.5303787233,6097272.30156914
627,4118913,10000828,GW030835.1.1,689.04,UNK,15.5,16.5,673.54,672.54,SAND,,Sand water bearing small clay bands,UNK,1,720329.5303787233,6097272.30156914
628,4123277,10000828,GW030835.1.1,689.04,UNK,9.0,10.0,680.04,679.04,CLAY,,Clay gravel,UNK,1,720329.5303787233,6097272.30156914
629,4123278,10000828,GW030835.1.1,689.04,UNK,10.0,12.0,679.04,677.04,CLAY,,Clay red gravel,UNK,1,720329.5303787233,6097272.30156914
630,4123279,10000828,GW030835.1.1,689.04,UNK,30.0,46.0,659.04,643.04,CLAY,,Clay white,UNK,1,720329.5303787233,6097272.30156914
631,4123280,10000828,GW030835.1.1,689.04,UNK,46.0,47.5,643.04,641.54,CLAY,,Clay red yellow grey,UNK,1,720329.5303787233,6097272.30156914
632,4123281,10000828,GW030835.1.1,689.04,UNK,47.5,50.0,641.54,639.04,CLAY,,Clay yellow white,UNK,1,720329.5303787233,6097272.30156914
633,4123331,10000828,GW030835.1.1,689.04,UNK,12.0,14.0,677.04,675.04,CLAY,,Clay sandy,UNK,1,720329.5303787233,6097272.30156914
634,4123388,10000828,GW030835.1.1,689.04,UNK,2.0,4.0,687.04,685.04,CLAY,,Clay grey,UNK,1,720329.5303787233,6097272.30156914
635,4123389,10000828,GW030835.1.1,689.04,UNK,16.5,20.0,672.54,669.04,CLAY,,Clay yellow,UNK,1,720329.5303787233,6097272.30156914
636,4123390,10000828,GW030835.1.1,689.04,UNK,25.0,26.0,664.04,663.04,CLAY,,Clay red gravel,UNK,1,720329.5303787233,6097272.30156914
637,4123391,10000828,GW030835.1.1,689.04,UNK,51.5,55.0,637.54,634.04,CLAY,,Clay grey,UNK,1,720329.5303787233,6097272.30156914
638,4127730,10000828,GW030835.1.1,689.04,UNK,20.0,25.0,669.04,664.04,CLAY,,Clay red gravel,UNK,1,720329.5303787233,6097272.30156914
639,4127731,10000828,GW030835.1.1,689.04,UNK,50.0,51.5,639.04,637.54,ROCK,,Rock yellow sand,UNK,1,720329.5303787233,6097272.30156914
640,4127806,10000828,GW030835.1.1,689.04,UNK,4.0,7.0,685.04,682.04,CLAY,,Clay grey,UNK,1,720329.5303787233,6097272.30156914
641,4127807,10000828,GW030835.1.1,689.04,UNK,7.0,9.0,682.04,680.04,CLAY,,Clay grey sandy,UNK,1,720329.5303787233,6097272.30156914
642,4127808,10000828,GW030835.1.1,689.04,UNK,55.0,57.4,634.04,631.64,BDRK,,Bedrock grey,UNK,1,720329.5303787233,6097272.30156914
643,4127840,10000828,GW030835.1.1,689.04,UNK,14.0,15.5,675.04,673.54,CLAY,,Clay grey,UNK,1,720329.5303787233,6097272.30156914
644,4127841,10000828,GW030835.1.1,689.04,UNK,26.0,30.0,663.04,659.04,CLAY,,Clay yellow white,UNK,1,720329.5303787233,6097272.30156914
645,4120175,10002578,GW031745.1.1,685.32,UNK,0.0,2.44,685.32,682.88,SOIL,,Soil,UNK,1,720687.5194687836,6098466.070307683
646,4129580,10002578,GW031745.1.1,685.32,UNK,2.44,3.66,682.88,681.66,GRVL,,Gravel water supply,UNK,1,720687.5194687836,6098466.070307683
647,4127237,10025672,GW025418.1.1,708.58,UNK,0.15,1.22,708.43,707.36,CLAY,,Clay grey gravel,UNK,1,719368.3177313951,6098313.188576672
648,4127238,10025672,GW025418.1.1,708.58,UNK,4.57,4.88,704.01,703.7,CLAY,,Clay dark brown yellow gravel,UNK,1,719368.3177313951,6098313.188576672
649,4127239,10025672,GW025418.1.1,708.58,UNK,16.76,17.68,691.82,690.9,CLAY,,Clay dark red gravel,UNK,1,719368.3177313951,6098313.188576672
650,4127240,10025672,GW025418.1.1,708.58,UNK,17.68,21.34,690.9,687.24,CLAY,,Clay dark yellow gravel,UNK,1,719368.3177313951,6098313.188576672
651,4127241,10025672,GW025418.1.1,708.58,UNK,29.87,30.48,678.71,678.1,CLAY,,Clay dark red sandy,UNK,1,719368.3177313951,6098313.188576672
652,4127337,10025672,GW025418.1.1,708.58,UNK,1.22,3.66,707.36,704.92,CLAY,,Clay yellow gravel,UNK,1,719368.3177313951,6098313.188576672
653,4127338,10025672,GW025418.1.1,708.58,UNK,32.61,33.53,675.97,675.05,ROCK,,Rock hard coloured water supply,UNK,1,719368.3177313951,6098313.188576672
654,4131113,10025672,GW025418.1.1,708.58,UNK,5.49,7.32,703.09,701.26,CLAY,,Clay dark brown yellow,UNK,1,719368.3177313951,6098313.188576672
655,4131212,10025672,GW025418.1.1,708.58,UNK,30.48,31.09,678.1,677.49,CLAY,,Clay red yellow sandy,UNK,1,719368.3177313951,6098313.188576672
656,4131213,10025672,GW025418.1.1,708.58,UNK,31.09,32.61,677.49,675.97,CLAY,,Clay red yellow gravel,UNK,1,719368.3177313951,6098313.188576672
657,4135257,10025672,GW025418.1.1,708.58,UNK,3.66,4.57,704.92,704.01,GRVL,,Gravel black red fine-medium,UNK,1,719368.3177313951,6098313.188576672
